,vib
3982,662.06
3983,350.06
3984,206.06
3985,454.06
3986,478.06
3987,-201.94
3988,-601.94
3989,-361.94
3990,-33.944
3991,-41.944
3992,-361.94
3993,-225.94
3994,174.06
3995,190.06
3996,-121.94
3997,-185.94
3998,182.06
3999,150.06
4000,-161.94
4001,-121.94
4002,-17.944
4003,94.056
4004,78.056
4005,118.06
4006,70.056
4007,70.056
4008,70.056
4009,150.06
4010,238.06
4011,-49.944
4012,-137.94
4013,-25.944
4014,142.06
4015,174.06
4016,-49.944
4017,-9.9439
4018,166.06
4019,150.06
4020,126.06
4021,70.056
4022,110.06
4023,142.06
4024,54.056
4025,-177.94
4026,-97.944
4027,-97.944
4028,-113.94
4029,-25.944
4030,-73.944
4031,-33.944
4032,-1.9439
4033,54.056
4034,134.06
4035,94.056
4036,94.056
4037,70.056
4038,70.056
4039,102.06
4040,62.056
4041,-17.944
4042,-97.944
4043,30.056
4044,38.056
4045,-65.944
4046,-73.944
4047,-49.944
4048,78.056
4049,46.056
4050,-57.944
4051,-33.944
4052,-25.944
4053,-9.9439
4054,30.056
4055,22.056
4056,-1.9439
4057,30.056
4058,70.056
4059,54.056
4060,-1.9439
4061,-33.944
4062,-25.944
4063,78.056
4064,78.056
4065,102.06
4066,118.06
4067,38.056
4068,78.056
4069,102.06
4070,70.056
4071,94.056
4072,54.056
4073,38.056
4074,70.056
4075,14.056
4076,22.056
4077,46.056
4078,-65.944
4079,-209.94
4080,-97.944
4081,-225.94
4082,-369.94
4083,94.056
4084,302.06
4085,350.06
4086,214.06
4087,-97.944
4088,38.056
4089,-41.944
4090,-113.94
4091,174.06
4092,142.06
4093,22.056
4094,-81.944
4095,118.06
4096,286.06
4097,126.06
4098,102.06
4099,86.056
4100,158.06
4101,102.06
4102,-97.944
4103,-1.9439
4104,38.056
4105,22.056
4106,-73.944
4107,62.056
4108,142.06
4109,46.056
4110,22.056
4111,6.0561
4112,78.056
4113,70.056
4114,-57.944
4115,-73.944
4116,-9.9439
4117,78.056
4118,46.056
4119,14.056
4120,30.056
4121,-57.944
4122,-9.9439
4123,6.0561
4124,78.056
4125,86.056
4126,-33.944
4127,6.0561
4128,54.056
4129,70.056
4130,150.06
4131,70.056
4132,14.056
4133,6.0561
4134,22.056
4135,38.056
4136,-9.9439
4137,-33.944
4138,-9.9439
4139,38.056
4140,62.056
4141,14.056
4142,-57.944
4143,-97.944
4144,14.056
4145,46.056
4146,-33.944
4147,-73.944
4148,-121.94
4149,14.056
4150,118.06
4151,62.056
4152,14.056
4153,6.0561
4154,94.056
4155,110.06
4156,70.056
4157,46.056
4158,14.056
4159,22.056
4160,-9.9439
4161,46.056
4162,78.056
4163,-17.944
4164,-25.944
4165,-17.944
4166,62.056
4167,78.056
4168,-41.944
4169,-1.9439
4170,94.056
4171,54.056
4172,6.0561
4173,6.0561
4174,-17.944
4175,22.056
4176,6.0561
4177,-57.944
4178,-1.9439
4179,6.0561
4180,-9.9439
4181,22.056
4182,-25.944
4183,-1.9439
4184,54.056
4185,62.056
4186,30.056
4187,30.056
4188,22.056
4189,46.056
4190,30.056
4191,-1.9439
4192,62.056
4193,46.056
4194,-9.9439
4195,30.056
4196,54.056
4197,70.056
4198,22.056
4199,46.056
4200,94.056
4201,70.056
4202,-25.944
4203,-1.9439
4204,-25.944
4205,-57.944
4206,-17.944
4207,22.056
4208,-33.944
4209,-25.944
4210,-17.944
4211,-9.9439
4212,14.056
4213,-33.944
4214,-1.9439
4215,94.056
4216,-49.944
4217,-49.944
4218,-73.944
4219,-9.9439
4220,86.056
4221,-9.9439
4222,-9.9439
4223,-9.9439
4224,38.056
4225,78.056
4226,46.056
4227,22.056
4228,-33.944
4229,46.056
4230,30.056
4231,6.0561
4232,30.056
4233,-97.944
4234,-17.944
4235,14.056
4236,-105.94
4237,-41.944
4238,-9.9439
4239,-1.9439
4240,54.056
4241,-65.944
4242,-17.944
4243,6.0561
4244,-17.944
4245,78.056
4246,62.056
4247,-9.9439
4248,-9.9439
4249,-1.9439
4250,14.056
4251,30.056
4252,-25.944
4253,-33.944
4254,30.056
4255,78.056
4256,30.056
4257,-1.9439
4258,30.056
4259,62.056
4260,70.056
4261,-17.944
4262,-25.944
4263,70.056
4264,-9.9439
4265,46.056
4266,70.056
4267,-41.944
4268,46.056
4269,22.056
4270,22.056
4271,46.056
4272,-105.94
4273,-9.9439
4274,62.056
4275,30.056
4276,14.056
4277,-49.944
4278,62.056
4279,30.056
4280,6.0561
4281,22.056
4282,30.056
4283,6.0561
4284,-41.944
4285,62.056
4286,6.0561
4287,-49.944
4288,14.056
4289,22.056
4290,38.056
4291,-25.944
4292,-49.944
4293,14.056
4294,6.0561
4295,46.056
4296,62.056
4297,-1.9439
4298,-33.944
4299,38.056
4300,46.056
4301,-17.944
4302,-1.9439
4303,-65.944
4304,-17.944
4305,6.0561
4306,-97.944
4307,6.0561
4308,-33.944
4309,-25.944
4310,46.056
4311,-49.944
4312,-57.944
4313,-33.944
4314,14.056
4315,22.056
4316,-1.9439
4317,-17.944
4318,-57.944
4319,6.0561
4320,22.056
4321,-9.9439
4322,22.056
4323,6.0561
4324,22.056
4325,22.056
4326,6.0561
4327,14.056
4328,-1.9439
4329,-17.944
4330,6.0561
4331,-9.9439
4332,-33.944
4333,6.0561
4334,-25.944
4335,-17.944
4336,118.06
4337,38.056
4338,54.056
4339,-9.9439
4340,-9.9439
4341,150.06
4342,38.056
4343,-41.944
4344,14.056
4345,38.056
4346,86.056
4347,-25.944
4348,-17.944
4349,102.06
4350,78.056
4351,30.056
4352,-33.944
4353,46.056
4354,46.056
4355,-9.9439
4356,70.056
4357,22.056
4358,54.056
4359,22.056
4360,-17.944
4361,118.06
4362,-1.9439
4363,-81.944
4364,-25.944
4365,-17.944
4366,-33.944
4367,30.056
4368,-33.944
4369,-1.9439
4370,94.056
4371,-17.944
4372,-57.944
4373,-113.94
4374,-41.944
4375,94.056
4376,-57.944
4377,-73.944
4378,-25.944
4379,-1.9439
4380,62.056
4381,-17.944
4382,14.056
4383,46.056
4384,78.056
4385,-25.944
4386,-65.944
4387,-17.944
4388,22.056
4389,46.056
4390,-113.94
4391,-73.944
4392,6.0561
4393,-73.944
4394,-17.944
4395,-1.9439
4396,-25.944
4397,-25.944
4398,-65.944
4399,22.056
4400,6.0561
4401,-73.944
4402,-105.94
4403,-73.944
4404,86.056
4405,-105.94
4406,-89.944
4407,-65.944
4408,-65.944
4409,118.06
4410,-145.94
4411,-89.944
4412,30.056
4413,-65.944
4414,38.056
4415,-137.94
4416,-89.944
4417,22.056
4418,-17.944
4419,22.056
4420,-1.9439
4421,22.056
4422,46.056
4423,-17.944
4424,-1.9439
4425,94.056
4426,22.056
4427,-89.944
4428,-121.94
4429,22.056
4430,54.056
4431,-57.944
4432,-57.944
4433,-1.9439
4434,134.06
4435,118.06
4436,14.056
4437,38.056
4438,-1.9439
4439,-1.9439
4440,-1.9439
4441,-57.944
4442,-25.944
4443,6.0561
4444,-9.9439
4445,22.056
4446,-41.944
4447,-33.944
4448,126.06
4449,30.056
4450,-65.944
4451,-65.944
4452,-41.944
4453,70.056
4454,6.0561
4455,-81.944
4456,-17.944
4457,78.056
4458,86.056
4459,38.056
4460,14.056
4461,-9.9439
4462,6.0561
4463,-1.9439
4464,-33.944
4465,-9.9439
4466,-17.944
4467,-1.9439
4468,22.056
4469,-49.944
4470,-33.944
4471,14.056
4472,-9.9439
4473,30.056
4474,30.056
4475,-17.944
4476,-1.9439
4477,-1.9439
4478,-25.944
4479,-9.9439
4480,14.056
4481,30.056
4482,6.0561
4483,-9.9439
4484,-33.944
4485,-25.944
4486,-9.9439
4487,30.056
4488,-17.944
4489,-65.944
4490,-17.944
4491,6.0561
4492,-1.9439
4493,110.06
4494,62.056
4495,-17.944
4496,6.0561
4497,14.056
4498,54.056
4499,38.056
4500,-57.944
4501,-33.944
4502,-33.944
4503,-41.944
4504,-1.9439
4505,-65.944
4506,-65.944
4507,6.0561
4508,14.056
4509,22.056
4510,46.056
4511,54.056
4512,14.056
4513,14.056
4514,6.0561
4515,-17.944
4516,14.056
4517,-33.944
4518,14.056
4519,46.056
4520,-25.944
4521,46.056
4522,22.056
4523,86.056
4524,22.056
4525,6.0561
4526,30.056
4527,-41.944
4528,6.0561
4529,-33.944
4530,-25.944
4531,-17.944
4532,-49.944
4533,38.056
4534,-9.9439
4535,62.056
4536,54.056
4537,-17.944
4538,102.06
4539,38.056
4540,-1.9439
4541,6.0561
4542,-33.944
4543,78.056
4544,6.0561
4545,-153.94
4546,14.056
4547,30.056
4548,38.056
4549,-33.944
4550,-81.944
4551,30.056
4552,6.0561
4553,30.056
4554,-57.944
4555,-105.94
4556,6.0561
4557,-1.9439
4558,86.056
4559,14.056
4560,-49.944
4561,46.056
4562,38.056
4563,78.056
4564,38.056
4565,-25.944
4566,70.056
4567,54.056
4568,22.056
4569,38.056
4570,-1.9439
4571,38.056
4572,6.0561
4573,-81.944
4574,-121.94
4575,-201.94
4576,-177.94
4577,-201.94
4578,-105.94
4579,86.056
4580,278.06
4581,222.06
4582,-41.944
4583,-105.94
4584,-121.94
4585,-33.944
4586,-25.944
4587,-89.944
4588,-113.94
4589,-57.944
4590,-1.9439
4591,174.06
4592,126.06
4593,-1.9439
4594,150.06
4595,198.06
4596,94.056
4597,30.056
4598,-25.944
4599,-17.944
4600,-41.944
4601,-89.944
4602,-41.944
4603,14.056
4604,-9.9439
4605,-57.944
4606,-33.944
4607,30.056
4608,110.06
4609,78.056
4610,6.0561
4611,22.056
4612,30.056
4613,62.056
4614,86.056
4615,22.056
4616,-33.944
4617,-113.94
4618,-65.944
4619,-1.9439
4620,-49.944
4621,-113.94
4622,-17.944
4623,134.06
4624,30.056
4625,-33.944
4626,14.056
4627,6.0561
4628,62.056
4629,-65.944
4630,-81.944
4631,-41.944
4632,-121.94
4633,102.06
4634,366.06
4635,470.06
4636,614.06
4637,6.0561
4638,-553.94
4639,-265.94
4640,238.06
4641,14.056
4642,-441.94
4643,-273.94
4644,86.056
4645,142.06
4646,-121.94
4647,-41.944
4648,318.06
4649,182.06
4650,62.056
4651,-33.944
4652,22.056
4653,222.06
4654,-1.9439
4655,-41.944
4656,134.06
4657,126.06
4658,142.06
4659,46.056
4660,38.056
4661,14.056
4662,-57.944
4663,-41.944
4664,70.056
4665,78.056
4666,94.056
4667,-1.9439
4668,54.056
4669,-9.9439
4670,30.056
4671,158.06
4672,30.056
4673,110.06
4674,-9.9439
4675,-89.944
4676,46.056
4677,-129.94
4678,-17.944
4679,6.0561
4680,62.056
4681,182.06
4682,-41.944
4683,54.056
4684,86.056
4685,142.06
4686,102.06
4687,102.06
4688,118.06
4689,46.056
4690,102.06
4691,14.056
4692,-73.944
4693,-9.9439
4694,-33.944
4695,94.056
4696,-49.944
4697,-161.94
4698,78.056
4699,118.06
4700,54.056
4701,-81.944
4702,-73.944
4703,30.056
4704,38.056
4705,6.0561
4706,-65.944
4707,-49.944
4708,-17.944
4709,14.056
4710,102.06
4711,22.056
4712,-17.944
4713,-17.944
4714,-41.944
4715,78.056
4716,-49.944
4717,-57.944
4718,62.056
4719,38.056
4720,70.056
4721,54.056
4722,62.056
4723,46.056
4724,30.056
4725,22.056
4726,38.056
4727,38.056
4728,-57.944
4729,14.056
4730,54.056
4731,-57.944
4732,-33.944
4733,-25.944
4734,46.056
4735,70.056
4736,-41.944
4737,-25.944
4738,-17.944
4739,-49.944
4740,-25.944
4741,22.056
4742,54.056
4743,54.056
4744,22.056
4745,30.056
4746,78.056
4747,62.056
4748,-9.9439
4749,6.0561
4750,6.0561
4751,62.056
4752,38.056
4753,-73.944
4754,14.056
4755,78.056
4756,6.0561
4757,30.056
4758,-81.944
4759,-1.9439
4760,6.0561
4761,-1.9439
4762,-9.9439
4763,-17.944
4764,-17.944
4765,-17.944
4766,86.056
4767,22.056
4768,-73.944
4769,30.056
4770,38.056
4771,62.056
4772,54.056
4773,-97.944
4774,14.056
4775,14.056
4776,-57.944
4777,-1.9439
4778,-41.944
4779,46.056
4780,38.056
4781,-49.944
4782,14.056
4783,142.06
4784,54.056
4785,-49.944
4786,-105.94
4787,6.0561
4788,22.056
4789,-17.944
4790,-9.9439
4791,-41.944
4792,-9.9439
4793,-57.944
4794,70.056
4795,62.056
4796,-89.944
4797,14.056
4798,-1.9439
4799,78.056
4800,54.056
4801,-73.944
4802,46.056
4803,54.056
4804,70.056
4805,78.056
4806,-65.944
4807,-33.944
4808,6.0561
4809,22.056
4810,-9.9439
4811,-145.94
4812,-57.944
4813,22.056
4814,62.056
4815,14.056
4816,-81.944
4817,22.056
4818,30.056
4819,94.056
4820,38.056
4821,-145.94
4822,-57.944
4823,6.0561
4824,62.056
4825,38.056
4826,-57.944
4827,-25.944
4828,86.056
4829,118.06
4830,62.056
4831,-17.944
4832,-49.944
4833,70.056
4834,86.056
4835,-25.944
4836,-9.9439
4837,22.056
4838,14.056
4839,46.056
4840,-9.9439
4841,-17.944
4842,46.056
4843,-1.9439
4844,70.056
4845,30.056
4846,6.0561
4847,14.056
4848,-1.9439
4849,38.056
4850,38.056
4851,6.0561
4852,-9.9439
4853,46.056
4854,78.056
4855,46.056
4856,30.056
4857,-17.944
4858,14.056
4859,94.056
4860,6.0561
4861,-9.9439
4862,6.0561
4863,38.056
4864,62.056
4865,14.056
4866,-25.944
4867,-1.9439
4868,-17.944
4869,86.056
4870,126.06
4871,14.056
4872,-17.944
4873,-17.944
4874,30.056
4875,38.056
4876,-25.944
4877,-65.944
4878,-17.944
4879,78.056
4880,54.056
4881,14.056
4882,-1.9439
4883,14.056
4884,134.06
4885,38.056
4886,-65.944
4887,22.056
4888,30.056
4889,38.056
4890,6.0561
4891,-57.944
4892,-1.9439
4893,-1.9439
4894,14.056
4895,38.056
4896,-41.944
4897,6.0561
4898,-41.944
4899,-17.944
4900,62.056
4901,-17.944
4902,-41.944
4903,-9.9439
4904,70.056
4905,110.06
4906,54.056
4907,38.056
4908,-25.944
4909,14.056
4910,38.056
4911,6.0561
4912,30.056
4913,-113.94
4914,-41.944
4915,110.06
4916,30.056
4917,-33.944
4918,-41.944
4919,62.056
4920,110.06
4921,-49.944
4922,-65.944
4923,-9.9439
4924,38.056
4925,-49.944
4926,30.056
4927,38.056
4928,6.0561
4929,70.056
4930,14.056
4931,54.056
4932,46.056
4933,-41.944
4934,62.056
4935,86.056
4936,62.056
4937,22.056
4938,6.0561
4939,38.056
4940,102.06
4941,86.056
4942,-57.944
4943,-41.944
4944,-9.9439
4945,54.056
4946,86.056
4947,-1.9439
4948,-153.94
4949,-17.944
4950,22.056
4951,38.056
4952,-41.944
4953,-113.94
4954,30.056
4955,22.056
4956,6.0561
4957,78.056
4958,14.056
4959,70.056
4960,118.06
4961,54.056
4962,-9.9439
4963,-65.944
4964,-1.9439
4965,-1.9439
4966,-1.9439
4967,-57.944
4968,-97.944
4969,-17.944
4970,-1.9439
4971,54.056
4972,-49.944
4973,-113.94
4974,30.056
4975,22.056
4976,22.056
4977,6.0561
4978,-105.94
4979,38.056
4980,14.056
4981,-9.9439
4982,-9.9439
4983,-33.944
4984,62.056
4985,6.0561
4986,14.056
4987,-9.9439
4988,14.056
4989,62.056
4990,30.056
4991,102.06
4992,-25.944
4993,-65.944
4994,70.056
4995,30.056
4996,78.056
4997,-9.9439
4998,-73.944
4999,46.056
5000,38.056
5001,-1.9439
5002,-17.944
5003,-33.944
5004,46.056
5005,70.056
5006,-41.944
5007,-49.944
5008,6.0561
5009,22.056
5010,78.056
5011,70.056
5012,14.056
5013,30.056
5014,46.056
5015,22.056
5016,62.056
5017,-1.9439
5018,6.0561
5019,54.056
5020,6.0561
5021,6.0561
5022,30.056
5023,22.056
5024,14.056
5025,-17.944
5026,-25.944
5027,14.056
5028,-17.944
5029,-49.944
5030,14.056
5031,54.056
5032,22.056
5033,6.0561
5034,-25.944
5035,14.056
5036,78.056
5037,-17.944
5038,-9.9439
5039,30.056
5040,-1.9439
5041,62.056
5042,22.056
5043,38.056
5044,46.056
5045,14.056
5046,-33.944
5047,-25.944
5048,-17.944
5049,30.056
5050,22.056
5051,-25.944
5052,-49.944
5053,62.056
5054,-9.9439
5055,-1.9439
5056,62.056
5057,30.056
5058,102.06
5059,62.056
5060,30.056
5061,62.056
5062,-1.9439
5063,30.056
5064,6.0561
5065,6.0561
5066,102.06
5067,86.056
5068,46.056
5069,54.056
5070,78.056
5071,70.056
5072,14.056
5073,30.056
5074,14.056
5075,-49.944
5076,-225.94
5077,-273.94
5078,-233.94
5079,-129.94
5080,182.06
5081,334.06
5082,222.06
5083,86.056
5084,22.056
5085,-113.94
5086,22.056
5087,-41.944
5088,-65.944
5089,86.056
5090,-49.944
5091,-97.944
5092,78.056
5093,62.056
5094,54.056
5095,62.056
5096,-17.944
5097,-41.944
5098,-1.9439
5099,70.056
5100,6.0561
5101,-25.944
5102,-41.944
5103,182.06
5104,174.06
5105,70.056
5106,62.056
5107,6.0561
5108,86.056
5109,78.056
5110,-1.9439
5111,-41.944
5112,-33.944
5113,-1.9439
5114,22.056
5115,22.056
5116,14.056
5117,-41.944
5118,-65.944
5119,-33.944
5120,30.056
5121,54.056
5122,22.056
5123,70.056
5124,62.056
5125,-1.9439
5126,78.056
5127,6.0561
5128,30.056
5129,54.056
5130,-41.944
5131,38.056
5132,-1.9439
5133,-49.944
5134,-49.944
5135,-97.944
5136,-25.944
5137,-1.9439
5138,-1.9439
5139,-113.94
5140,-97.944
5141,-9.9439
5142,30.056
5143,-33.944
5144,-105.94
5145,-1.9439
5146,78.056
5147,70.056
5148,14.056
5149,-25.944
5150,38.056
5151,70.056
5152,-17.944
5153,-57.944
5154,62.056
5155,70.056
5156,-1.9439
5157,-33.944
5158,-9.9439
5159,110.06
5160,110.06
5161,-17.944
5162,-17.944
5163,-17.944
5164,-25.944
5165,-49.944
5166,-113.94
5167,-65.944
5168,-1.9439
5169,-25.944
5170,-9.9439
5171,14.056
5172,-41.944
5173,6.0561
5174,14.056
5175,46.056
5176,14.056
5177,-41.944
5178,-57.944
5179,38.056
5180,14.056
5181,-33.944
5182,-25.944
5183,-9.9439
5184,38.056
5185,6.0561
5186,6.0561
5187,22.056
5188,78.056
5189,70.056
5190,46.056
5191,86.056
5192,-17.944
5193,54.056
5194,78.056
5195,-41.944
5196,-41.944
5197,-97.944
5198,-25.944
5199,54.056
5200,-89.944
5201,-33.944
5202,6.0561
5203,110.06
5204,30.056
5205,-57.944
5206,-65.944
5207,-49.944
5208,102.06
5209,14.056
5210,-17.944
5211,-57.944
5212,-73.944
5213,166.06
5214,46.056
5215,-57.944
5216,-17.944
5217,-9.9439
5218,150.06
5219,6.0561
5220,-81.944
5221,-9.9439
5222,-49.944
5223,126.06
5224,70.056
5225,54.056
5226,-17.944
5227,6.0561
5228,174.06
5229,14.056
5230,38.056
5231,-17.944
5232,-9.9439
5233,150.06
5234,-25.944
5235,62.056
5236,-33.944
5237,-145.94
5238,94.056
5239,14.056
5240,6.0561
5241,-17.944
5242,-89.944
5243,94.056
5244,110.06
5245,30.056
5246,134.06
5247,-25.944
5248,22.056
5249,62.056
5250,30.056
5251,78.056
5252,-17.944
5253,70.056
5254,38.056
5255,6.0561
5256,78.056
5257,38.056
5258,118.06
5259,62.056
5260,30.056
5261,86.056
5262,-81.944
5263,6.0561
5264,30.056
5265,6.0561
5266,22.056
5267,-81.944
5268,-17.944
5269,38.056
5270,-1.9439
5271,-1.9439
5272,-17.944
5273,38.056
5274,110.06
5275,78.056
5276,-57.944
5277,-81.944
5278,110.06
5279,70.056
5280,-17.944
5281,14.056
5282,-17.944
5283,6.0561
5284,-89.944
5285,-193.94
5286,-129.94
5287,302.06
5288,-9.9439
5289,-177.94
5290,70.056
5291,-49.944
5292,-169.94
5293,-193.94
5294,150.06
5295,166.06
5296,-281.94
5297,-137.94
5298,70.056
5299,190.06
5300,78.056
5301,-281.94
5302,-113.94
5303,38.056
5304,-33.944
5305,-89.944
5306,-17.944
5307,-1.9439
5308,38.056
5309,6.0561
5310,46.056
5311,126.06
5312,-9.9439
5313,-65.944
5314,54.056
5315,70.056
5316,38.056
5317,-57.944
5318,-169.94
5319,-121.94
5320,-1.9439
5321,54.056
5322,38.056
5323,-17.944
5324,-89.944
5325,-41.944
5326,62.056
5327,-33.944
5328,-9.9439
5329,-33.944
5330,14.056
5331,134.06
5332,38.056
5333,14.056
5334,30.056
5335,30.056
5336,118.06
5337,22.056
5338,-33.944
5339,-33.944
5340,-25.944
5341,-9.9439
5342,-17.944
5343,38.056
5344,38.056
5345,62.056
5346,-57.944
5347,-65.944
5348,22.056
5349,14.056
5350,-9.9439
5351,-9.9439
5352,-9.9439
5353,22.056
5354,6.0561
5355,-33.944
5356,6.0561
5357,-25.944
5358,-49.944
5359,-9.9439
5360,14.056
5361,-17.944
5362,-25.944
5363,-97.944
5364,-25.944
5365,-9.9439
5366,-89.944
5367,62.056
5368,-9.9439
5369,6.0561
5370,78.056
5371,-49.944
5372,-57.944
5373,-113.94
5374,-65.944
5375,14.056
5376,-65.944
5377,-73.944
5378,-121.94
5379,30.056
5380,70.056
5381,-57.944
5382,-49.944
5383,-73.944
5384,62.056
5385,-1.9439
5386,-217.94
5387,-65.944
5388,-1.9439
5389,14.056
5390,-1.9439
5391,-105.94
5392,14.056
5393,30.056
5394,14.056
5395,54.056
5396,-1.9439
5397,-65.944
5398,-137.94
5399,-1.9439
5400,78.056
5401,-33.944
5402,-105.94
5403,-97.944
5404,30.056
5405,30.056
5406,-17.944
5407,-1.9439
5408,-1.9439
5409,22.056
5410,70.056
5411,30.056
5412,-25.944
5413,-89.944
5414,-57.944
5415,54.056
5416,54.056
5417,-41.944
5418,6.0561
5419,38.056
5420,46.056
5421,70.056
5422,-1.9439
5423,-17.944
5424,-1.9439
5425,-33.944
5426,6.0561
5427,-25.944
5428,-73.944
5429,-33.944
5430,14.056
5431,-9.9439
5432,6.0561
5433,-9.9439
5434,-17.944
5435,54.056
5436,-33.944
5437,-89.944
5438,-33.944
5439,22.056
5440,62.056
5441,22.056
5442,-17.944
5443,78.056
5444,62.056
5445,-9.9439
5446,-1.9439
5447,30.056
5448,-25.944
5449,-25.944
5450,-1.9439
5451,-9.9439
5452,22.056
5453,-57.944
5454,-9.9439
5455,70.056
5456,-17.944
5457,6.0561
5458,-33.944
5459,-49.944
5460,-9.9439
5461,-73.944
5462,-73.944
5463,-41.944
5464,-49.944
5465,-1.9439
5466,-9.9439
5467,-17.944
5468,22.056
5469,142.06
5470,70.056
5471,22.056
5472,54.056
5473,-9.9439
5474,6.0561
5475,-17.944
5476,-97.944
5477,-9.9439
5478,-41.944
5479,-41.944
5480,38.056
5481,-49.944
5482,-25.944
5483,6.0561
5484,-9.9439
5485,22.056
5486,-81.944
5487,-41.944
5488,-57.944
5489,-65.944
5490,-9.9439
5491,-49.944
5492,-33.944
5493,-73.944
5494,22.056
5495,118.06
5496,-25.944
5497,14.056
5498,-1.9439
5499,-1.9439
5500,62.056
5501,-41.944
5502,22.056
5503,30.056
5504,-17.944
5505,86.056
5506,166.06
5507,-9.9439
5508,-49.944
5509,-57.944
5510,38.056
5511,94.056
5512,-113.94
5513,-49.944
5514,22.056
5515,70.056
5516,110.06
5517,-49.944
5518,-1.9439
5519,110.06
5520,118.06
5521,62.056
5522,-81.944
5523,-73.944
5524,-1.9439
5525,70.056
5526,-17.944
5527,-89.944
5528,-33.944
5529,86.056
5530,54.056
5531,-9.9439
5532,-49.944
5533,-57.944
5534,6.0561
5535,-1.9439
5536,-1.9439
5537,-41.944
5538,-113.94
5539,54.056
5540,22.056
5541,-17.944
5542,46.056
5543,-65.944
5544,-1.9439
5545,6.0561
5546,54.056
5547,38.056
5548,-113.94
5549,-65.944
5550,-9.9439
5551,30.056
5552,-41.944
5553,-17.944
5554,78.056
5555,102.06
5556,70.056
5557,14.056
5558,62.056
5559,78.056
5560,-65.944
5561,-65.944
5562,-17.944
5563,-9.9439
5564,22.056
5565,-9.9439
5566,22.056
5567,118.06
5568,110.06
5569,62.056
5570,6.0561
5571,-65.944
5572,-49.944
5573,-17.944
5574,14.056
5575,54.056
5576,14.056
5577,-17.944
5578,54.056
5579,62.056
5580,22.056
5581,62.056
5582,-17.944
5583,-49.944
5584,46.056
5585,102.06
5586,22.056
5587,14.056
5588,14.056
5589,86.056
5590,142.06
5591,54.056
5592,46.056
5593,62.056
5594,110.06
5595,126.06
5596,54.056
5597,54.056
5598,102.06
5599,38.056
5600,-49.944
5601,-185.94
5602,-161.94
5603,-225.94
5604,-353.94
5605,-49.944
5606,414.06
5607,334.06
5608,46.056
5609,-49.944
5610,-49.944
5611,-33.944
5612,-145.94
5613,54.056
5614,150.06
5615,-1.9439
5616,-113.94
5617,14.056
5618,246.06
5619,30.056
5620,-65.944
5621,38.056
5622,6.0561
5623,30.056
5624,-105.94
5625,-57.944
5626,46.056
5627,-1.9439
5628,150.06
5629,262.06
5630,238.06
5631,102.06
5632,30.056
5633,134.06
5634,118.06
5635,46.056
5636,-177.94
5637,-209.94
5638,-41.944
5639,-81.944
5640,-25.944
5641,-57.944
5642,-57.944
5643,70.056
5644,94.056
5645,102.06
5646,150.06
5647,94.056
5648,102.06
5649,118.06
5650,94.056
5651,70.056
5652,46.056
5653,78.056
5654,134.06
5655,70.056
5656,-17.944
5657,-17.944
5658,-25.944
5659,-65.944
5660,46.056
5661,22.056
5662,-9.9439
5663,-9.9439
5664,62.056
5665,70.056
5666,-25.944
5667,-97.944
5668,38.056
5669,102.06
5670,6.0561
5671,-41.944
5672,-33.944
5673,46.056
5674,102.06
5675,-25.944
5676,-65.944
5677,46.056
5678,102.06
5679,110.06
5680,86.056
5681,30.056
5682,30.056
5683,22.056
5684,62.056
5685,166.06
5686,78.056
5687,-49.944
5688,38.056
5689,86.056
5690,-9.9439
5691,-73.944
5692,-57.944
5693,22.056
5694,38.056
5695,-41.944
5696,-9.9439
5697,46.056
5698,22.056
5699,46.056
5700,30.056
5701,-49.944
5702,6.0561
5703,62.056
5704,38.056
5705,38.056
5706,-17.944
5707,14.056
5708,102.06
5709,86.056
5710,94.056
5711,46.056
5712,-25.944
5713,14.056
5714,46.056
5715,6.0561
5716,-33.944
5717,-49.944
5718,6.0561
5719,30.056
5720,-33.944
5721,-57.944
5722,6.0561
5723,38.056
5724,54.056
5725,-9.9439
5726,6.0561
5727,30.056
5728,6.0561
5729,-1.9439
5730,14.056
5731,126.06
5732,46.056
5733,22.056
5734,54.056
5735,14.056
5736,62.056
5737,30.056
5738,54.056
5739,62.056
5740,-49.944
5741,46.056
5742,46.056
5743,-49.944
5744,22.056
5745,78.056
5746,22.056
5747,-17.944
5748,-41.944
5749,70.056
5750,142.06
5751,6.0561
5752,-1.9439
5753,86.056
5754,118.06
5755,94.056
5756,38.056
5757,30.056
5758,78.056
5759,86.056
5760,54.056
5761,62.056
5762,6.0561
5763,-17.944
5764,110.06
5765,6.0561
5766,6.0561
5767,6.0561
5768,46.056
5769,78.056
5770,-9.9439
5771,30.056
5772,38.056
5773,54.056
5774,38.056
5775,-41.944
5776,14.056
5777,-1.9439
5778,126.06
5779,94.056
5780,-17.944
5781,86.056
5782,30.056
5783,78.056
5784,6.0561
5785,-65.944
5786,70.056
5787,30.056
5788,54.056
5789,30.056
5790,-25.944
5791,30.056
5792,62.056
5793,78.056
5794,-1.9439
5795,-17.944
5796,46.056
5797,-1.9439
5798,30.056
5799,-65.944
5800,-17.944
5801,70.056
5802,-33.944
5803,110.06
5804,62.056
5805,78.056
5806,94.056
5807,-1.9439
5808,78.056
5809,62.056
5810,38.056
5811,38.056
5812,14.056
5813,94.056
5814,62.056
5815,62.056
5816,30.056
5817,-1.9439
5818,118.06
5819,46.056
5820,70.056
